min_fpktl,mean_fpktl,max_fpktl,std_fpktl,min_bpktl,mean_bpktl,max_bpktl,std_bpktl,min_fiat,mean_fiat,max_fiat,std_fiat,min_biat,mean_biat,max_biat,std_biat,duration,proto,total_fpackets,total_fvolume,total_bpackets,total_bvolume,class
52,1474,1500,173,52,60,756,23,3,3743,505781,14020,8,8418,406458,18358,464895224,6,123882,182682406,55097,3338265,sftp
52,1497,1500,53,52,58,756,21,3,8595,855464,22119,25,15949,934765,24817,1658008589,6,192646,288550678,103814,6113093,sftp
52,1456,1500,219,52,59,692,30,3,4232,706216,16669,5,8192,579822,22370,583908619,6,136833,199316118,70666,4171168,sftp
52,1454,1500,226,52,58,692,30,3,5032,856590,20997,14,9688,932675,26146,713798775,6,140415,204192690,72870,4297420,sftp
52,1455,1500,221,52,58,692,30,3,4887,732802,19338,5,9438,589585,24988,1079863472,6,219960,320229910,113890,6715324,sftp
52,1456,1500,218,52,59,692,30,3,4435,669549,18592,5,8557,590909,23776,613624603,6,137608,200481010,71312,4209828,sftp
52,1475,1500,168,52,60,756,23,3,3149,662091,10150,6,7161,662620,15776,158153170,6,50220,74113198,22072,1338633,sftp
52,1441,1500,257,52,59,692,32,3,6292,730534,24499,6,11986,575524,30506,86625349,6,13294,19167246,6949,416744,sftp
52,1456,1500,218,52,59,692,30,3,4208,706216,16504,5,8144,579822,22201,663937803,6,156646,228207578,80909,4774652,sftp
52,1475,1500,169,52,60,756,23,3,3266,662091,11437,6,7406,662620,16444,208145093,6,63698,93994638,28092,1702217,sftp
52,1455,1500,223,52,59,692,30,3,5170,732802,20462,5,9961,589585,26144,649898412,6,124777,181552546,64750,3821004,sftp
52,1491,1500,105,52,59,756,22,3,13082,896490,52004,15,24285,1296454,72583,725486163,6,55445,82703698,29874,1765453,sftp
52,1496,1500,73,52,59,756,21,3,9786,857545,24156,43,18169,533505,26828,635800607,6,64965,97188410,34986,2066169,sftp
52,1491,1500,106,52,59,756,22,3,14984,1421810,56681,11,27767,869579,78373,932298882,6,62218,92793702,33565,1984217,sftp
52,1498,1500,51,52,58,756,21,3,9537,800520,24593,30,17693,518378,26866,1394550652,6,146213,219029818,78815,4643601,sftp
52,1456,1500,218,52,59,692,30,6,4313,706216,16650,5,8342,579822,22498,433938600,6,99498,144959310,51424,3037784,sftp
52,1455,1500,220,52,58,692,30,3,4745,669549,19596,5,9156,590909,24973,1103615757,6,231415,336933590,119907,7071148,sftp
52,1497,1500,53,52,58,756,21,3,8539,855464,22045,25,15847,934765,24736,1588012523,6,185689,278132554,100066,5892581,sftp
52,1492,1500,102,52,59,756,22,3,14922,1421810,56642,11,27667,869579,78305,1222195861,6,81906,122215838,44165,2608261,sftp
52,1475,1500,169,52,60,756,22,3,3566,662091,13197,6,8064,662620,17069,1218152679,6,340965,503212514,150755,9119557,sftp
52,1475,1500,169,52,60,756,22,3,3605,662091,13099,6,8136,662620,17103,1758149942,6,486952,718616430,215795,13047525,sftp
52,1496,1500,70,52,59,756,21,3,9794,857545,24135,43,18188,533505,26838,695818676,6,71046,106304118,38246,2257977,sftp
52,1491,1500,104,52,59,756,22,3,15007,1294917,56785,21,27850,784141,78565,1010902109,6,67361,100481438,36292,2144701,sftp
52,1497,1500,52,52,58,756,21,3,8619,855464,22143,25,15996,934765,24862,1698006093,6,196734,294679782,106005,6242001,sftp
52,1492,1500,98,52,59,756,21,3,14356,1421810,55032,11,26647,869579,76352,1542323134,6,107430,160354390,57871,3415285,sftp
52,1497,1500,57,52,58,756,21,4,7628,772711,17074,41,14154,532469,21360,937874203,6,122943,184119210,66253,3904141,sftp
52,1436,1500,270,52,60,692,33,3,6791,684534,26623,15,12920,562430,33163,65414409,6,9284,13337174,4863,293712,sftp
52,715,1500,681,52,108,756,134,7,72407,505781,94868,138,76260,406458,84979,4840715,6,54,38654,50,5441,sftp
52,1496,1500,63,52,58,756,21,4,7595,772711,17045,41,14092,532469,21311,657892854,6,86621,129668826,46680,2752953,sftp
52,1498,1500,48,52,58,756,21,3,9226,800520,23471,30,17116,518378,26028,1634570319,6,177156,265428270,95490,5624157,sftp
52,1497,1500,63,52,58,756,21,3,9722,857545,24025,36,18071,533505,26586,1075802110,6,110640,165631270,59525,3509477,sftp
52,1455,1500,222,52,58,692,30,3,5144,792047,21143,8,9910,605471,25969,1230535520,6,238483,347134666,123781,7296092,sftp
52,1492,1500,100,52,59,756,22,3,13575,896490,53296,15,25216,1296454,74281,1045485564,6,76842,114671006,41370,2442125,sftp
52,1455,1500,222,52,58,692,30,3,5254,792047,21466,8,10105,605471,26373,850512647,6,161213,234668498,83780,4940252,sftp
52,1486,1500,129,52,59,756,23,6,9925,719282,41913,37,18334,536148,59085,185485108,6,18682,27777126,10117,603005,sftp
52,1455,1500,222,52,58,692,30,3,5266,792047,21486,8,10125,605471,26366,730522788,6,138059,200952234,71774,4233376,sftp
52,1495,1500,77,52,59,756,21,3,5767,551436,15037,25,10632,442455,19358,258013348,6,44736,66883798,24266,1434377,sftp
52,1497,1500,57,52,58,756,21,4,7627,772711,17079,41,14154,532469,21367,957855594,6,125585,188076418,67667,3987349,sftp
52,1490,1500,114,52,59,756,22,3,15471,1294917,58205,21,28703,784141,80510,580878737,6,37523,55911378,20235,1199769,sftp
52,1455,1500,223,52,58,692,30,3,5132,732802,20327,5,9892,589585,25979,779901488,6,151048,219792878,78339,4621072,sftp
52,1473,1500,186,52,61,756,38,3,17438,521075,62260,56,32159,512142,85971,30140939,6,1722,2537126,936,57369,sftp
52,1492,1500,97,52,58,756,21,3,13334,896490,52433,15,24774,1296454,73164,1335437907,6,99971,149239362,53811,3174465,sftp
52,1456,1500,218,52,59,692,30,3,4294,706216,16944,5,8306,579822,22744,513898915,6,118568,172718826,61267,3617428,sftp
52,1490,1500,111,52,59,756,22,3,15364,1294917,57791,21,28490,784141,79977,650798493,6,42357,63136990,22837,1353057,sftp
52,1490,1500,109,52,59,756,22,3,15304,1294917,57507,21,28377,784141,79710,760664761,6,49702,74101026,26798,1586085,sftp
52,1497,1500,53,52,58,756,21,4,7626,964404,17197,41,14154,937211,21535,1107855277,6,145259,217581626,78259,4610229,sftp
52,1452,1500,231,52,59,692,30,3,5381,732802,21448,17,10335,589585,26959,309875215,6,56691,82337394,29506,1745832,sftp
52,1493,1500,88,52,59,756,22,5,5036,551436,13912,25,9273,442455,18289,168007844,6,33357,49821770,18118,1072969,sftp
52,1492,1500,97,52,59,756,21,3,14108,1421810,54298,11,26210,869579,75484,1712253143,6,121363,181178634,65316,3853825,sftp
52,1474,1500,175,52,60,756,23,3,3933,505781,14990,13,8815,406458,19250,394893624,6,100133,147611562,44669,2707001,sftp
52,1497,1500,59,52,58,756,21,4,7613,772711,17051,41,14124,532469,21334,767885458,6,100858,151023446,54361,3204541,sftp
52,1475,1500,169,52,60,756,22,3,3566,662091,13083,6,8065,662620,16988,1378153954,6,385775,569336186,170571,10317429,sftp
52,1454,1500,223,52,59,692,31,6,4254,706216,16303,5,8229,579822,22148,263937971,6,60922,88638606,31469,1862144,sftp
52,1488,1500,122,52,59,756,23,3,15584,1294917,58610,21,28965,784141,81003,410914656,6,26358,39236014,14184,843029,sftp
52,1456,1500,219,52,58,692,30,3,4634,669549,19391,5,8940,590909,24744,843625801,6,180864,263432386,93722,5529536,sftp
52,1497,1500,61,52,58,756,21,3,8472,855464,22628,25,15739,934765,25451,1038014423,6,122248,183015670,65807,3878301,sftp
52,1493,1500,91,52,59,756,22,5,4809,551436,13555,25,8847,442455,17920,148006209,6,30766,45936606,16729,991237,sftp
52,1454,1500,224,52,59,692,30,3,5257,792047,21503,8,10081,605471,26105,300477780,6,56487,82172762,29427,1740024,sftp
52,1470,1500,186,52,60,756,24,3,3719,847218,14845,16,8328,847008,19809,127192133,6,34191,50292850,15272,931449,sftp
52,1456,1500,219,52,58,692,30,3,4655,669549,19441,5,8981,590909,24779,883622051,6,188630,274722642,97756,5767048,sftp
52,1475,1500,169,52,60,756,23,3,3474,662091,12767,6,7871,662620,17097,318153015,6,91564,135120566,40398,2446817,sftp
52,1496,1500,66,52,58,756,21,3,9646,857545,23652,43,17912,533505,26506,815815052,6,84570,126576742,45535,2686509,sftp
52,1446,1500,246,52,59,692,31,3,5993,684534,23915,15,11503,562430,29972,125512024,6,20545,29718350,10680,636584,sftp
52,1497,1500,59,52,58,756,21,3,9714,857545,24031,18,18062,533505,26524,1275807629,6,131335,196662322,70625,4162389,sftp
52,1495,1500,73,52,59,756,21,3,9895,800520,25841,39,18342,518378,28351,524564799,6,53014,79305334,28594,1690033,sftp
52,1475,1500,169,52,60,756,22,3,3611,662091,13401,6,8158,662620,17322,1178153495,6,325651,480596146,144117,8716481,sftp
52,1487,1500,127,52,59,756,23,3,15677,1294917,58763,21,29140,784141,81152,360702413,6,23009,34230242,12371,736401,sftp
52,1453,1500,226,52,58,692,30,3,5020,856590,21013,14,9662,932675,26234,613853855,6,120840,175692670,62731,3700512,sftp
52,1496,1500,66,52,58,756,21,3,7735,551436,21064,25,14333,442455,23813,627998593,6,81182,121491990,43814,2584377,sftp
52,1493,1500,94,52,58,756,21,3,13633,896490,53192,15,25328,1296454,74166,1815393668,6,132956,198532134,71587,4220137,sftp
52,1454,1500,224,52,59,692,30,3,5247,792047,21614,8,10083,605471,26331,490525873,6,92806,135027038,48269,2849428,sftp
52,1492,1500,98,52,59,756,22,3,10278,857545,25533,43,19039,533505,28358,325756139,6,31694,47309702,17104,1014353,sftp
52,1459,1500,210,52,59,692,30,3,3496,669549,14374,7,6727,590909,19093,223593883,6,63038,92010406,32737,1938436,sftp
52,1493,1500,93,52,59,756,22,3,10214,857545,25204,43,18930,533505,27963,375791527,6,36781,54932226,19845,1175413,sftp
52,1475,1500,170,52,60,756,22,3,3555,662091,13201,6,8046,662620,17391,398153506,6,111988,165250126,49474,2995661,sftp
52,1454,1500,223,52,59,692,30,3,5164,732802,20460,5,9944,589585,26043,539896618,6,103629,150776346,53796,3176196,sftp
52,1472,1500,182,52,60,756,23,3,4167,505781,15981,25,9305,406458,20775,214898100,6,51307,75537034,22977,1396097,sftp
52,1448,1500,243,52,59,692,35,3,6272,770889,26985,38,11951,591106,33963,26752635,6,3804,5510118,1970,117900,sftp
52,1486,1500,131,52,59,756,23,3,14953,1157204,56080,25,27703,732723,77360,299886832,6,20056,29817902,10821,645305,sftp
52,1489,1500,118,52,59,756,23,3,15508,1294917,58358,21,28807,784141,80693,470911316,6,30366,45221262,16343,969937,sftp
52,1494,1500,86,52,59,756,22,3,10117,728924,25664,52,18804,531093,28516,421676976,6,41681,62287066,22421,1326965,sftp
52,1458,1500,215,52,58,692,30,3,4170,706216,16093,5,8070,579822,21719,943907850,6,225201,328361534,116340,6861972,sftp
52,1497,1500,59,52,58,756,21,3,9714,857545,24044,18,18063,533505,26545,1285816465,6,132363,198204322,71172,4194577,sftp
52,1482,1500,152,52,60,756,25,4,9004,772711,22108,41,16620,532469,27489,97882212,6,10871,16111938,5885,354333,sftp
52,1456,1500,218,52,59,692,30,3,4171,770889,16357,5,8063,591106,21995,516771731,6,123178,179436030,63698,3760412,sftp
52,1497,1500,58,52,58,756,21,3,8386,855464,21984,25,15565,934765,24674,1278014314,6,152134,227805742,81964,4828177,sftp
52,1456,1500,218,52,59,692,30,3,4202,706216,16464,5,8132,579822,22148,683938525,6,161631,235475614,83488,4926568,sftp
52,1498,1500,47,52,58,756,21,3,9112,800520,23056,30,16902,518378,25711,1744570388,6,191444,286849718,103210,6078141,sftp
52,1474,1500,173,52,60,756,23,3,3727,505781,13926,8,8379,406458,18283,474896675,6,127118,187461054,56535,3425057,sftp
52,1454,1500,225,52,58,692,30,3,5260,792047,21616,8,10115,605471,26523,620506043,6,117274,170566726,60970,3597164,sftp
52,1453,1500,229,52,59,692,31,7,4446,706216,17211,19,8594,579822,23228,143937922,6,31310,45494622,16168,960372,sftp
52,1492,1500,99,52,59,756,21,3,14687,1421810,56020,11,27236,869579,77525,1372342510,6,93439,139457946,50376,2973885,sftp
52,1455,1500,223,52,58,692,30,3,5123,732802,20299,5,9879,589585,25926,859911495,6,166934,242905758,86538,5103964,sftp
52,1455,1500,223,52,58,692,30,3,5132,732802,20332,5,9896,589585,25978,849911013,6,164674,239613494,85382,5035772,sftp
52,1475,1500,169,52,60,756,22,3,3549,662091,13165,6,8029,662620,17371,388154386,6,109344,161351390,48328,2926293,sftp
52,1475,1500,169,52,60,756,22,3,3726,662091,14102,6,8432,662620,18196,768153025,6,205542,303308206,90809,5494633,sftp
52,1475,1500,170,52,60,756,22,3,3734,662091,14042,6,8440,662620,18090,888147783,6,237251,350084858,104933,6347177,sftp
52,1492,1500,96,52,58,756,21,3,13445,896490,52673,15,24978,1296454,73528,1525284010,6,113271,169113274,60973,3595717,sftp
52,1489,1500,118,52,59,756,22,3,11769,719282,48109,27,21805,805960,67400,385292186,6,32738,48756486,17663,1046965,sftp
52,1455,1500,222,52,58,692,30,3,5134,792047,21131,8,9887,605471,25919,1040536629,6,201954,293948662,104858,6181784,sftp
52,1495,1500,75,52,59,756,21,3,9994,728924,25103,52,18592,531093,27687,661658980,6,66204,99024558,35586,2101361,sftp
52,1498,1500,49,52,58,756,21,3,9274,800520,23643,30,17207,518378,26157,1594549875,6,171936,257599838,92659,5457857,sftp
52,1454,1500,226,52,58,692,30,3,5034,856590,20981,14,9695,932675,26173,733846395,6,144322,209877622,74887,4416144,sftp
52,1492,1500,97,52,58,756,21,3,13344,896490,52456,15,24795,1296454,73188,1355271199,6,101387,151353226,54567,3218945,sftp
52,1488,1500,122,52,59,756,23,3,14309,1157204,54197,25,26584,732723,75313,370095066,6,25865,38502250,13918,827705,sftp
52,1455,1500,221,52,59,692,30,3,4368,770889,17140,5,8432,591106,23000,356761385,6,80996,117923070,41937,2478216,sftp
52,1439,1500,262,52,60,692,32,3,6516,730534,25258,6,12371,575524,31300,76616140,6,11300,16267254,5925,356424,sftp
52,1457,1500,215,52,59,692,30,3,3879,669549,16321,7,7474,590909,21182,323601489,6,82586,120402194,42838,2533192,sftp
52,1483,1500,145,52,60,756,25,3,11238,857545,28993,43,20699,533505,32853,125817846,6,11193,16606746,6073,365325,sftp
52,1456,1500,219,52,58,692,30,3,4675,669549,19453,5,9018,590909,24797,923621659,6,196368,285991210,101790,6004664,sftp
52,1474,1500,173,52,60,756,22,3,3819,847218,14453,16,8509,847008,18518,697222200,6,182527,269165010,81931,4953353,sftp
52,1475,1500,169,52,60,756,22,3,3603,662091,13094,6,8131,662620,17079,1718148994,6,476167,702705906,211000,12757993,sftp
52,1455,1500,223,52,59,692,31,6,4234,706216,16203,5,8195,579822,22002,283927671,6,65932,95941790,34034,2013156,sftp
52,1497,1500,58,52,58,756,21,4,7621,772711,17060,41,14136,532469,21352,837880218,6,109935,164627362,59266,3493137,sftp
52,1491,1500,102,52,59,756,25,3,13517,545020,51859,39,25062,540555,72765,112333007,6,8303,12386434,4475,265865,sftp
52,1493,1500,95,52,59,756,22,3,10190,728924,26128,52,18931,531093,28959,341675059,6,33529,50067010,18046,1069577,sftp
52,1455,1500,223,52,59,692,30,3,5167,732802,20468,5,9946,589585,26055,529907897,6,101634,147879734,52782,3116396,sftp
52,1444,1500,250,52,59,692,31,3,6217,706506,25028,16,11862,764150,32271,133830164,6,20355,29407034,10633,633364,sftp
52,1454,1500,226,52,58,692,30,3,5002,856590,20881,14,9630,932675,26081,643853943,6,127272,185058326,66053,3896184,sftp
52,1490,1500,111,52,59,756,22,3,15360,1294917,57742,21,28479,784141,79880,670766323,6,43668,65091706,23546,1394741,sftp
52,1492,1500,99,52,59,756,21,3,13664,896490,53451,15,25378,1296454,74583,1165480499,6,85122,127039438,45836,2705033,sftp
52,1497,1500,57,52,58,756,21,4,7628,772711,17057,41,14153,532469,21339,927877969,6,121633,182154210,65555,3863093,sftp
52,1498,1500,50,52,58,756,21,3,9386,800520,24059,30,17409,518378,26486,1504540670,6,160285,240123338,86414,5090509,sftp
52,1455,1500,222,52,58,692,30,3,5019,732802,19887,5,9684,589585,25489,959898845,6,190283,276945826,98613,5815128,sftp
52,1486,1500,131,52,59,756,23,3,15527,1421810,58126,16,28719,829161,79663,312127363,6,20103,29883730,10857,647593,sftp
52,1450,1500,234,52,59,692,30,3,5212,792047,21406,8,10008,605471,26094,190516000,6,35876,52055310,18658,1105992,sftp
52,1497,1500,52,52,58,756,21,3,9570,800520,24711,30,17752,518378,26958,1374571229,6,143628,215152318,77424,4561813,sftp
52,1492,1500,97,52,58,756,21,3,13305,896490,52343,15,24720,1296454,73056,1315349552,6,98681,147308418,53117,3133609,sftp
52,1491,1500,103,52,59,756,22,3,13321,896490,52638,15,24732,1296454,73312,855413034,6,64027,95520714,34497,2037473,sftp
52,1494,1500,88,52,59,756,22,4,8099,772711,18555,41,15056,532469,23172,317891747,6,39248,58639902,21109,1249853,sftp
52,1497,1500,61,52,58,756,21,3,9704,857545,24008,18,18040,533505,26530,1175817449,6,121164,181407134,65168,3841361,sftp
52,1455,1500,223,52,59,692,30,3,5485,730534,21052,6,10524,575524,26506,346670564,6,62632,91143318,32627,1928500,sftp
52,1496,1500,67,52,58,756,21,4,7637,772711,17165,41,14169,532469,21471,587886236,6,76972,115196718,41485,2447517,sftp
52,1496,1500,68,52,59,756,21,3,9904,800520,25593,39,18380,518378,27864,754570964,6,76187,114018498,41050,2422941,sftp
52,1498,1500,47,52,58,756,21,3,9152,800520,23209,30,16975,518378,25833,1704571214,6,186232,279037510,100411,5913521,sftp
52,1494,1500,86,52,59,756,22,4,8075,772711,18432,41,15000,532469,23010,337867490,6,41842,62528006,22515,1332485,sftp
52,1486,1500,133,52,59,756,24,3,15528,1421810,57987,16,28713,829161,79605,292297909,6,18824,27975134,10171,607281,sftp
52,1497,1500,62,52,58,756,21,4,7599,772711,17041,41,14099,532469,21310,677890731,6,89206,133546326,48071,2834789,sftp
52,1455,1500,221,52,59,692,31,6,4208,705380,16023,7,8123,618458,21973,314610937,6,71421,103970530,36981,2187180,sftp
52,1493,1500,95,52,58,756,21,3,13490,896490,52745,15,25062,1296454,73637,1595455249,6,118090,176320286,63566,3748533,sftp
52,1498,1500,51,52,58,756,21,4,7636,964404,17180,41,14167,937211,21517,1187893396,6,155555,233025626,83840,4938169,sftp
52,1498,1500,47,52,58,756,21,3,9184,800520,23308,30,17035,518378,25898,1674564339,6,182319,273169458,98298,5789309,sftp
52,1474,1500,180,52,61,756,41,3,15519,545020,56067,39,28377,540555,75781,22338248,6,1438,2120134,781,48301,sftp
52,1490,1500,111,52,59,756,22,3,12541,719282,50353,15,23280,805960,70364,545445782,6,43465,64785994,23430,1386113,sftp
52,1496,1500,67,52,59,756,25,3,7678,216611,19834,52,14146,180565,23167,64560378,6,8400,12570998,4560,270297,sftp
52,1490,1500,112,52,59,756,22,3,12369,719282,49863,15,22942,805960,69675,505477981,6,40863,60901802,22033,1303853,sftp
52,1493,1500,90,52,59,756,22,3,10145,728924,25905,52,18857,531093,28784,381632812,6,37616,56194614,20236,1198433,sftp
52,1491,1500,103,52,59,756,22,3,13180,896490,52220,15,24460,1296454,72805,785275468,6,59398,88612446,32008,1890853,sftp
52,1475,1500,169,52,60,756,22,3,3565,662091,13084,6,8063,662620,16993,1368151399,6,383114,565410422,169386,10245969,sftp
52,1455,1500,221,52,58,692,30,3,5244,792047,21381,8,10082,605471,26240,790529155,6,150073,218465034,78029,4601520,sftp
52,1454,1500,224,52,59,692,30,3,5251,792047,21623,8,10093,605471,26376,510533822,6,96544,140462286,50197,2962932,sftp
52,1496,1500,65,52,58,756,21,3,7860,551436,21357,25,14569,442455,24034,678015391,6,86252,129085862,46536,2744513,sftp
52,1457,1500,215,52,59,692,30,3,3940,669549,16648,7,7592,590909,21454,343600218,6,86362,125901674,44816,2649536,sftp
52,1475,1500,169,52,60,756,22,3,3661,662091,13627,6,8266,662620,17615,1138141078,6,310277,457884746,137396,8309341,sftp
52,1495,1500,81,52,59,756,21,4,8008,772711,18094,41,14882,532469,22558,387893060,6,48437,72414018,26058,1540897,sftp
52,1474,1500,173,52,60,756,23,3,3711,505781,13831,8,8343,406458,18195,484874667,6,130343,192225538,57985,3512425,sftp
52,1489,1500,114,52,59,756,22,3,12063,719282,49019,27,22368,805960,68709,435468429,6,36097,53781786,19468,1153113,sftp
52,1455,1500,221,52,59,692,30,3,4423,770889,17419,5,8537,591106,23301,306815440,6,68713,100021410,35565,2103096,sftp
52,1496,1500,71,52,59,756,21,3,9919,800520,25698,39,18398,518378,28074,624570968,6,62962,94199822,33944,2004805,sftp
52,1474,1500,173,52,60,756,22,3,3830,847218,14499,16,8529,847008,18567,747223322,6,195073,287680954,87605,5296017,sftp
52,1497,1500,61,52,58,756,21,3,9703,857545,24008,18,18041,533505,26521,1195812168,6,123230,184506134,66273,3906373,sftp
52,1488,1500,122,52,59,756,23,3,14168,1157204,53901,25,26333,732723,74946,389851528,6,27516,40959534,14802,879737,sftp
52,1485,1500,139,52,59,756,24,3,15647,1421810,58241,16,28910,829161,79891,262146303,6,16754,24879838,9059,541653,sftp
52,1493,1500,89,52,59,756,22,4,8113,772711,18585,41,15075,532469,23181,307893780,6,37951,56697298,20414,1208961,sftp
52,1489,1500,115,52,59,756,23,3,15456,1294917,58251,21,28727,784141,80507,500728567,6,32396,48264814,17427,1033729,sftp
52,1453,1500,227,52,59,692,30,3,5156,732802,20488,5,9929,589585,26215,449882401,6,86330,125502718,44812,2647120,sftp
52,1487,1500,129,52,59,756,23,6,10056,719282,42339,27,18557,536148,59690,195441030,6,19436,28901494,10532,627513,sftp
52,1498,1500,49,52,58,756,21,3,9295,800520,23719,30,17244,518378,26209,1574528904,6,169382,253768838,91300,5377861,sftp
52,1495,1500,75,52,59,756,21,4,7942,772711,17884,41,14755,532469,22349,477892943,6,60169,89996274,32381,1912605,sftp
52,1475,1500,169,52,60,756,22,3,3730,662091,14100,6,8439,662620,18198,798154139,6,213393,314883778,94290,5704813,sftp
52,1497,1500,57,52,58,756,21,4,7626,772711,17064,41,14149,532469,21350,867886837,6,113796,170411622,61334,3614705,sftp
52,1473,1500,177,52,60,756,23,3,3797,847218,14548,16,8461,847008,18860,347203086,6,91418,134718830,41034,2485261,sftp
52,1483,1500,143,52,60,756,25,3,9502,800520,26481,52,17349,518378,31095,94571721,6,9953,14769674,5448,328345,sftp
52,1492,1500,97,52,59,756,21,3,14154,1421810,54451,11,26291,869579,75658,1682068778,6,118834,177400382,63969,3774517,sftp
52,1491,1500,107,52,59,756,22,3,15197,1294917,57184,21,28182,784141,79289,830914579,6,54675,81529742,29481,1743921,sftp
52,1474,1500,175,52,60,756,22,3,3816,847218,14539,16,8480,847008,18646,507180140,6,132890,195915198,59802,3616585,sftp
52,1454,1500,224,52,59,692,30,3,5252,792047,21596,8,10093,605471,26285,460533742,6,87018,126588950,45251,2671708,sftp
52,1487,1500,127,52,59,756,23,3,14635,1157204,55124,25,27164,732723,76288,330148497,6,22558,33557182,12152,723669,sftp
52,1497,1500,60,52,58,756,21,3,9682,800520,25157,30,17970,518378,27512,1024505628,6,105811,158431162,57006,3361165,sftp
52,1490,1500,113,52,59,756,25,3,15669,540368,58096,55,29015,540802,80771,129934838,6,8293,12359130,4474,265665,sftp
52,1495,1500,78,52,59,756,21,3,10020,728924,25273,52,18640,531093,27929,561664459,6,56045,83810674,30130,1780561,sftp
52,1475,1500,169,52,60,756,22,3,3670,662091,13782,6,8319,662620,17851,598153182,6,162975,240493986,71887,4351713,sftp
52,1475,1500,171,52,60,756,22,3,3480,505781,12373,6,7804,406458,17049,744896242,6,213712,315290086,95303,5766097,sftp
52,1491,1500,108,52,59,756,22,3,15166,1421810,57153,11,28107,869579,78934,882344004,6,58177,86750850,31383,1855937,sftp
52,1493,1500,86,52,59,756,22,5,5135,551436,14033,25,9458,442455,18428,178009504,6,34658,51773270,18821,1114341,sftp
52,1497,1500,52,52,58,756,21,3,8554,855464,22066,25,15874,934765,24756,1608011718,6,187715,281171554,101151,5956425,sftp
52,1474,1500,172,52,60,756,22,3,3619,505781,13282,6,8137,406458,17821,564897551,6,155789,229783666,69279,4195237,sftp
52,1497,1500,57,52,58,756,21,3,9666,857545,23934,18,17973,533505,26473,1345803151,6,139225,208497322,74872,4412049,sftp
52,1489,1500,115,52,59,756,22,3,11949,719282,48652,27,22156,805960,68145,415479512,6,34771,51800762,18748,1110809,sftp
52,1492,1500,98,52,59,756,21,3,13357,896490,52507,15,24813,1296454,73291,1285408355,6,96055,143375266,51714,3051149,sftp
52,1491,1500,108,52,59,756,22,3,12796,719282,51191,15,23743,805960,71463,615402652,6,48088,71700534,25919,1532533,sftp
52,1454,1500,225,52,58,692,30,3,5076,856590,20826,5,9789,932675,26024,1133844971,6,221918,322751382,115041,6781796,sftp
52,1496,1500,62,52,58,756,21,3,8362,855464,22478,25,15531,934765,25257,948005746,6,113100,169308150,60892,3589201,sftp
52,1491,1500,107,52,59,756,22,3,15072,1421810,56909,11,27931,869579,78671,922198661,6,61185,91246306,33007,1951457,sftp
52,1492,1500,102,52,59,756,22,3,13476,896490,52977,15,25026,1296454,73891,965485592,6,71470,106633550,38489,2272365,sftp
52,1495,1500,79,52,59,756,21,3,9983,728924,25079,52,18574,531093,27805,541628404,6,54249,81119570,29159,1723477,sftp
52,1451,1500,233,52,59,692,32,8,4426,705380,17959,21,8481,618458,24205,54602951,6,9172,13315798,4767,283152,sftp
52,1490,1500,112,52,59,756,22,3,15445,1294917,58090,21,28645,784141,80363,600711437,6,38893,57962146,20965,1242913,sftp
52,1491,1500,106,52,59,756,22,3,15012,1294917,56748,21,27855,784141,78588,930874563,6,61989,92452030,33415,1975481,sftp
52,1496,1500,63,52,58,756,21,3,9710,857545,24011,36,18046,533505,26585,1025817218,6,105631,158129586,56836,3351233,sftp
52,1454,1500,226,52,58,692,30,3,5069,856590,20859,5,9763,932675,26032,1013812751,6,198559,288738690,103049,6075060,sftp
52,1491,1500,103,52,59,756,22,3,14930,1421810,56650,11,27666,869579,78284,1062342084,6,71153,106153210,38391,2268513,sftp
52,1482,1500,149,52,59,756,24,3,16133,1157204,59294,25,29754,732723,81282,229850476,6,14248,21127670,7723,462801,sftp
52,1449,1500,237,52,59,692,31,3,5569,732802,21991,17,10682,589585,27731,179833598,6,31443,45591602,16374,971404,sftp
52,1455,1500,222,52,58,692,30,3,5144,792047,21161,8,9906,605471,25954,1110533844,6,215199,313242546,111723,6586228,sftp
52,1483,1500,146,52,60,756,30,3,16720,540368,60151,55,30787,536900,83665,59860724,6,3581,5313426,1942,116613,sftp
52,1492,1500,102,52,59,756,22,3,10275,728924,26476,52,19091,531093,29446,291676578,6,28386,42356854,15277,906805,sftp
52,1474,1500,172,52,60,756,22,3,3830,847218,14518,16,8545,847008,18593,867224548,6,226365,333867322,101479,6135001,sftp
52,1489,1500,119,52,59,756,23,3,10474,728924,27034,52,19427,531093,30165,191680132,6,18300,27252590,9861,588213,sftp
52,1495,1500,72,52,59,756,21,3,6713,551436,18487,25,12412,442455,21922,377991232,6,56296,84203614,30454,1798521,sftp
52,1454,1500,223,52,59,692,31,7,4236,705380,16173,7,8182,618458,22135,264616880,6,59150,86059782,30607,1811068,sftp
52,1454,1500,225,52,59,692,31,7,4312,706216,16584,5,8341,579822,22500,203937919,6,46198,67193638,23852,1413044,sftp
52,294,1500,466,52,130,692,139,875,120350,770889,137852,270,135327,591106,120580,6810062,6,34,9998,29,3784,sftp
52,1490,1500,113,52,59,756,22,3,15257,1421810,57468,11,28240,869579,79279,612252344,6,40129,59796410,21671,1284073,sftp
52,1453,1500,226,52,59,692,31,7,4410,706216,17058,19,8532,579822,23085,153932927,6,33829,49180242,17457,1036360,sftp
